timeline_id,url,error
israel_palestine_conflict,https://www.yahoo.com/news/articles/extremist-attacks-palestinians-endanger-israel-114357647.html,Mapping produced no canonical record
israel_palestine_conflict,https://www.globalissues.org/news/2026/02/20/42400,Mapping produced no canonical record
israel_palestine_conflict,https://www.middleeastmonitor.com/20260311-over-1500-palestinians-displaced-by-israel-in-occupied-west-bank-in-2026-un/,Mapping produced no canonical record
israel_palestine_conflict,https://palinfo.com/news/2026/03/22/1103951/,Mapping produced no canonical record
israel_palestine_conflict,https://www.yahoo.com/news/articles/aid-groups-petition-israeli-supreme-021514516.html,Mapping produced no canonical record
israel_palestine_conflict,https://www.ledauphine.com/politique/2026/03/17/plus-de-36-000-palestiniens-deplaces-en-un-an-l-onu-s-inquiete-d-un-nettoyage-ethnique,Mapping produced no canonical record
israel_palestine_conflict,https://www.estrepublicain.fr/politique/2026/03/17/plus-de-36-000-palestiniens-deplaces-en-un-an-l-onu-s-inquiete-d-un-nettoyage-ethnique,Mapping produced no canonical record
israel_palestine_conflict,https://www.dna.fr/politique/2026/03/17/plus-de-36-000-palestiniens-deplaces-en-un-an-l-onu-s-inquiete-d-un-nettoyage-ethnique,Mapping produced no canonical record
israel_palestine_conflict,https://www.bienpublic.com/politique/2026/03/17/plus-de-36-000-palestiniens-deplaces-en-un-an-l-onu-s-inquiete-d-un-nettoyage-ethnique,Mapping produced no canonical record
israel_palestine_conflict,https://www.republicain-lorrain.fr/politique/2026/03/17/plus-de-36-000-palestiniens-deplaces-en-un-an-l-onu-s-inquiete-d-un-nettoyage-ethnique,Mapping produced no canonical record
israel_palestine_conflict,https://www.globalissues.org/news/2026/01/09/42079,Mapping produced no canonical record
israel_palestine_conflict,https://www.middleeastmonitor.com/20260317-making-humanitarian-aid-work-for-everyone-but-the-recipients/,Mapping produced no canonical record
israel_palestine_conflict,https://www.svt.se/nyheter/utrikes/senaste-nytt-om-kriget-i-mellanostern?inlagg=0784b424ea6fa6495ba03aaed6048a22,Mapping produced no canonical record
israel_palestine_conflict,https://www.haksozhaber.net/bm-bati-seriada-230-binden-fazla-kadin-ve-kiz-cocugunun-saglik-hizmetlerine-erisimi--199344h.htm,Mapping produced no canonical record
israel_palestine_conflict,https://www.notizie.it/israele-e-le-sue-operazioni-analisi-del-bilancio-della-violenza-in-palestina/,Mapping produced no canonical record
israel_palestine_conflict,https://www.aljazeera.com/news/2026/1/1/israel-faces-widespread-condemnation-as-ngo-ban-comes-into-effect,Mapping produced no canonical record
israel_palestine_conflict,https://www.vosgesmatin.fr/politique/2026/03/17/plus-de-36-000-palestiniens-deplaces-en-un-an-l-onu-s-inquiete-d-un-nettoyage-ethnique,Mapping produced no canonical record
israel_palestine_conflict,https://www.aa.com.tr/en/middle-east/over-300-palestinian-structures-demolished-by-israel-in-west-bank-this-year-rights-group/3841004,Mapping produced no canonical record
israel_palestine_conflict,https://sana.sy/en/politics/2297738/,Mapping produced no canonical record
israel_palestine_conflict,http://www.haberler.com/guncel/bm-israil-gazze-ye-insani-yardimlari-engelliyor-19655496-haberi/,Mapping produced no canonical record
israel_palestine_conflict,https://www.vetogate.com/5598201,Mapping produced no canonical record
israel_palestine_conflict,https://www.independent.ie/irish-news/as-eyes-of-the-world-look-to-iran-the-people-of-gaza-remain-on-the-brink-of-starvation/a2073879325.html,Mapping produced no canonical record
israel_palestine_conflict,https://laverdadnoticias.com/ultimas-noticias/mundo/cisjordania-familia-palestina-muere-tras-disparos-israelies,Mapping produced no canonical record
israel_palestine_conflict,https://www.pcp.pt/pcp-leva-solidariedade-com-palestina-ao-parlamento-europeu-0,Mapping produced no canonical record
israel_palestine_conflict,https://www.stripes.com/theaters/middle_east/2026-01-20/israel-un-facilities-palestinian-refugees-20467159.html,Mapping produced no canonical record
israel_palestine_conflict,https://www.haksozhaber.net/bm-gazzede-2-gunde-tum-insani-yardim-hareketler-engellendi-201327h.htm,Mapping produced no canonical record
israel_palestine_conflict,https://www.telesurtv.net/ong-responden-al-bloqueo-impuesto-por-israel-a-sus-operaciones-en-gaza-y-cisjordania/,Mapping produced no canonical record
israel_palestine_conflict,https://sapo.pt/artigo/cisjordania-onu-alerta-para-36-mil-deslocados-palestinianos-69b9337e1ad9ad9d3f890f8e,Mapping produced no canonical record
israel_palestine_conflict,https://www.dostor.org/5436796,Mapping produced no canonical record
israel_palestine_conflict,https://www.unocha.org:443/news/todays-top-news-sudan-ukraine-occupied-palestinian-territory,Mapping produced no canonical record
israel_palestine_conflict,https://www.laprovincia.es/mundo/2026/02/27/supremo-israel-frena-expulsion-35-127357628.html,Duplicate body hash
israel_palestine_conflict,https://www.globalsecurity.org/military/library/news/2025/12/mil-251224-unnews01.htm,Mapping produced no canonical record
israel_palestine_conflict,https://www.journalgazette.net/news/world/a-grandmother-and-her-grandson-burn-to-death-in-a-gaza-tent-as-humanitarian-crisis/article_acd93318-36fd-5686-921c-f72b469e99f4.html,Mapping produced no canonical record
israel_palestine_conflict,https://arabic.euronews.com/2026/02/03/returnees-arrive-in-gaza-via-the-rafah-crossing-raids-in-the-west-bank-and-witkov-visits,Mapping produced no canonical record
israel_palestine_conflict,https://www.kob.com/ap-top-news/a-grandmother-and-her-grandson-burn-to-death-in-a-gaza-tent-as-humanitarian-crisis-deepens/,Mapping produced no canonical record
israel_palestine_conflict,https://www.clickorlando.com/news/world/2026/01/02/a-grandmother-and-her-grandson-burn-to-death-in-a-gaza-tent-as-humanitarian-crisis-deepens/,Mapping produced no canonical record
israel_palestine_conflict,http://www.em.com.br/internacional/2026/03/7377180-onu-lamenta-deslocamento-sem-precedentes-de-36-000-palestinos-na-cisjordania.html,Mapping produced no canonical record
israel_palestine_conflict,https://www.aa.com.tr/en/europe/un-experts-warn-israels-gaza-aid-restrictions-worsening-crisis-for-women-girls/3871552,Mapping produced no canonical record
israel_palestine_conflict,https://www.middleeastmonitor.com/20260201-west-bank-sees-silent-war-amid-record-levels-of-israeli-violence-unrwa-chief/,Mapping produced no canonical record
israel_palestine_conflict,https://www.channel3000.com/news/national-and-world-news/israeli-crews-target-un-facilities-for-palestinian-refugees-in-east-jerusalem/article_79403b81-45e7-5cd2-ba50-0aeee8b102f8.html,Mapping produced no canonical record
israel_palestine_conflict,https://www.wboc.com/news/international/a-grandmother-and-her-grandson-burn-to-death-in-a-gaza-tent-as-humanitarian-crisis/article_1941b485-8a27-5788-87fd-dd2ac2b81cab.html,Mapping produced no canonical record
israel_palestine_conflict,https://www.middleeasteye.net/news/israeli-forces-kill-two-palestinians-gaza-and-west-bank-shellings,Mapping produced no canonical record
israel_palestine_conflict,https://thepeninsulaqatar.com/article/27/12/2025/egypt-norway-foreign-ministers-discuss-regional-developments,Mapping produced no canonical record
israel_palestine_conflict,https://thepressproject.gr/ohe-na-stamatisei-amesos-i-epektasi-ton-epoikismon-sti-dytiki-ochthi-echoun-exanagkastei-se-ektopismo-pano-apo-36-000-palaistinioi/,Mapping produced no canonical record
israel_palestine_conflict,https://www.unocha.org:443/news/todays-top-news-middle-east-lebanon-occupied-palestinian-territory-south-sudan-sudan,Mapping produced no canonical record
israel_palestine_conflict,https://www.hrw.org/news/2026/02/04/israels-extermination-ethnic-cleansing-escalate,Mapping produced no canonical record
israel_palestine_conflict,https://www.raya.ps/news/1214260.html,Mapping produced no canonical record
israel_palestine_conflict,https://ar.webmanagercenter.com/2026/01/03/414412/%D9%85%D9%86%D8%B8%D9%85%D8%A7%D8%AA-%D8%AF%D9%88%D9%84%D9%8A%D8%A9-%D8%AA%D8%AD%D8%B0%D8%B1-%D9%85%D9%86-%D8%B9%D9%88%D8%A7%D9%82%D8%A8-%D8%AE%D8%B7%D9%8A%D8%B1%D8%A9-%D9%84%D8%A5%D8%AC%D8%B1/,Mapping produced no canonical record
israel_palestine_conflict,https://religionnews.com/2026/01/22/israeli-crews-target-un-facilities-for-palestinian-refugees-in-east-jerusalem-2/,Mapping produced no canonical record
